"zip_code","listing_id","host_is_superhost","host_identity_verified","host_neighbourhood","latitude","longitude","property_type","accommodates","bedrooms","beds","bathrooms","number_of_reviews","review_scores_rating","price","shared_bath","pool","fireplace","jacuzzi","self_checkin","parking","lake_access","sauna","pets_allowed","washer_dryer","gym","median_price_SQFT","total_listing_count","property_type_clean","downtown"
76530,48270639,1,1,NA,30.79622,-97.43305,"Entire place",9,2,4,2,51,4.76,258,0,0,0,0,1,1,0,0,0,1,0,304,11,"house",0
76530,51083561,1,0,NA,30.72849,-97.55681,"Farm stay",9,3,6,3,11,5,307,0,0,1,0,1,1,0,0,0,1,0,304,11,"other",0
76530,573091542799430720,1,1,"Silva Terrace",30.73674,-97.5727,"Entire home",16,5,7,3,11,4.64,484,0,1,0,0,0,1,0,0,0,1,0,304,11,"house",0
76530,685580296539805056,0,0,"Lakewood Addition",30.73303,-97.2586,"Entire cabin",4,1,2,1,0,NA,117,0,0,1,0,0,1,0,0,0,0,0,304,11,"house",0
76530,40239889,1,1,NA,30.79503,-97.42569,"Entire place",7,3,5,2,138,4.88,234,0,0,0,0,0,1,0,0,0,1,0,304,11,"house",0
76530,685580271347022848,0,0,"Lakewood Addition",30.73294,-97.25869,"Entire cabin",3,1,2,1,1,5,117,0,0,0,0,0,1,0,0,0,1,0,304,11,"house",0
76530,45085447,1,1,NA,30.794346,-97.432426,"Entire guesthouse",2,1,1,1,56,5,94,0,0,0,0,0,1,0,0,0,0,0,304,11,"house",0
76574,49710983,1,1,NA,30.57046,-97.41328,"Entire home",4,2,2,1,13,4.69,144,0,0,0,0,0,1,0,0,0,1,0,227,81,"house",0
76574,573843289520340480,0,1,NA,30.5903,-97.44551,"Entire guesthouse",2,1,1,1,1,4,77,0,0,0,0,0,1,0,0,0,0,0,227,81,"house",0
76574,640586502572609920,0,1,NA,30.56942,-97.41369,"Private room in home",1,1,1,1,0,NA,36,1,0,0,0,0,1,0,0,0,1,0,227,81,"private_room",0
76574,603074827404887808,1,1,NA,30.58255,-97.43831,"Entire home",6,3,4,2,14,4.86,116,0,0,1,0,0,1,0,0,0,1,0,227,81,"house",0
76574,13575499,0,1,"Crestview",30.57814,-97.41147,"Entire cottage",4,2,3,1,0,NA,145,0,0,0,0,1,1,1,0,0,1,0,227,81,"house",0
76574,656492197405718016,0,1,NA,30.58331,-97.43053,"Entire home",8,4,4,2.5,7,5,165,0,0,1,0,1,1,0,0,0,1,0,227,81,"house",0
76574,50856834,0,1,NA,30.574636,-97.414856,"Private room in bed and breakfast",2,1,1,1,6,5,207,0,1,0,0,0,1,0,0,0,0,0,227,81,"private_room",0
76574,36562221,0,1,NA,30.57173,-97.40955,"Entire home",8,4,3,2.5,24,4.71,112,0,0,0,0,0,1,0,0,0,1,0,227,81,"house",0
76574,53391204,0,1,NA,30.49021,-97.49941,"Entire home",10,4,7,3,4,5,340,0,0,1,0,1,1,0,0,0,1,0,227,81,"house",0
76574,53792039,1,1,NA,30.57556,-97.40853,"Entire home",6,3,3,2,22,4.95,171,0,1,1,0,1,1,0,0,0,1,0,227,81,"house",0
76574,36563570,0,1,NA,30.57147,-97.4111,"Entire home",9,3,5,2,21,4.52,115,0,1,0,1,0,1,0,0,0,1,0,227,81,"house",0
76574,48483331,1,1,NA,30.52809,-97.35774,"Entire home",2,1,NA,1,93,5,128,0,0,1,0,0,1,0,0,0,1,0,227,81,"house",0
76574,35428453,1,1,NA,30.52957,-97.35953,"Farm stay",4,2,2,1,121,4.98,135,0,0,0,0,1,1,0,0,0,1,0,227,81,"other",0
76574,53308012,1,1,"Dove Creek",30.5529,-97.41334,"Entire home",4,2,2,1,21,4.95,96,0,0,0,0,0,1,0,0,0,1,0,227,81,"house",0
76574,51825690,1,1,NA,30.57847,-97.42226,"Entire home",6,3,3,2,45,4.87,150,0,0,0,0,0,1,0,0,0,1,0,227,81,"house",0
76574,689732712276958592,0,1,NA,30.63805,-97.43352,"Entire home",9,2,5,1,1,5,115,0,0,0,0,0,1,0,0,0,1,0,227,81,"house",0
76574,45496731,0,1,NA,30.56784,-97.41411,"Private room in home",1,3,3,1,0,NA,35,0,0,0,0,0,1,0,0,0,1,0,227,81,"private_room",0
76574,50880213,0,1,NA,30.574636,-97.414856,"Private room in bed and breakfast",2,1,1,1,2,5,189,1,1,0,0,0,1,0,0,0,0,0,227,81,"private_room",0
76574,51014784,0,1,"West Austin",30.48102,-97.46995,"Entire cabin",6,2,3,1.5,22,4.41,152,0,0,1,1,1,1,0,0,0,1,0,227,81,"house",0
76574,643993125496853888,0,0,"Highland Woods",30.51842,-97.48778,"Farm stay",6,3,3,1,11,4.82,112,0,0,0,0,0,1,0,0,0,1,0,227,81,"other",0
76574,31186817,1,1,NA,30.57041,-97.41299,"Entire home",4,2,2,1,47,5,141,0,0,0,0,0,1,0,0,0,1,0,227,81,"house",0
76574,650020456511729920,0,0,NA,30.56959,-97.41393,"Entire home",4,3,3,1,5,5,173,0,0,0,0,0,1,0,0,0,1,0,227,81,"house",0
76574,610870022197604480,0,1,NA,30.588758,-97.419991,"Entire home",4,2,2,1,11,4.73,120,0,0,0,0,0,1,0,0,0,1,0,227,81,"house",0
76574,50857459,0,1,NA,30.574636,-97.414856,"Private room in bed and breakfast",2,1,1,1,1,5,207,0,1,0,0,0,1,0,0,0,0,0,227,81,"private_room",0
78602,41497758,1,1,NA,30.1093,-97.31985,"Entire rental unit",4,2,2,2,35,4.89,209,0,0,0,0,1,1,0,0,0,1,0,237,196,"condo_apartment",0
78602,51723051,0,1,NA,30.09876,-97.28195,"Entire guesthouse",2,1,1,1,0,NA,99,0,0,0,0,1,1,0,0,0,0,0,237,196,"house",0
78602,28052314,1,1,NA,30.20536,-97.26425,"Camper/RV",2,1,1,1,84,4.99,101,0,0,0,0,0,1,0,0,0,0,0,237,196,"camper_rv_boat",0
78602,48784806,1,1,NA,30.13455,-97.36727,"Entire home",8,4,6,3,3,5,564,0,1,0,0,1,1,0,0,0,1,0,237,196,"house",0
78602,12153587,0,1,NA,30.12033,-97.32189,"Private room in bungalow",1,1,1,1,22,4.9,23,0,0,0,0,1,1,0,0,0,1,0,237,196,"private_room",0
78602,53907058,1,1,NA,30.02001,-97.36057,"Ranch",16,5,10,2.5,13,4.92,181,0,0,1,0,0,1,0,0,0,1,0,237,196,"other",0
78602,50001646,1,1,NA,30.12112,-97.31815,"Entire home",4,2,2,2,35,4.97,135,0,0,0,0,1,1,0,0,0,1,0,237,196,"house",0
78602,50923123,1,1,NA,30.15192,-97.38179,"Farm stay",3,1,1,1,46,4.98,99,0,0,0,0,0,1,0,0,0,1,0,237,196,"other",0
78602,605722805207830144,1,1,"Downtown",30.14947,-97.37626,"Farm stay",12,5,8,3,6,4.83,322,0,1,1,0,0,1,0,0,0,1,0,237,196,"other",0
78602,700971691643266560,1,1,NA,30.15007,-97.38145,"Tiny home",2,1,1,1,2,5,89,0,0,0,0,0,1,0,0,0,0,0,237,196,"house",0
78602,46820115,0,1,"Millview West",30.14568,-97.41657,"Tiny home",2,1,1,1,2,4.5,99,0,1,0,0,1,1,0,0,0,0,0,237,196,"house",0
78602,16228507,1,0,NA,30.08135,-97.29235,"Entire home",6,3,4,2,47,4.89,213,0,0,1,0,0,1,0,0,0,1,0,237,196,"house",0
78602,583579810818028544,0,1,NA,30.1041,-97.3563,"Private room in home",2,1,1,1,1,5,99,0,1,0,0,0,1,0,0,0,1,0,237,196,"private_room",0
78602,40138797,1,1,NA,30.14387,-97.29813,"Yurt",2,1,1,1,34,5,336,0,1,0,1,0,1,1,0,0,0,0,237,196,"outdoor",0
78602,26133806,1,0,NA,30.07137,-97.29825,"Private room in bed and breakfast",2,1,1,1,23,5,110,0,0,1,0,0,1,0,0,0,0,0,237,196,"private_room",0
78602,692617283272129280,0,1,NA,30.08682,-97.31,"Entire home",10,4,7,2,1,5,229,0,0,1,0,0,1,0,0,0,1,0,237,196,"house",0
78602,588301002567792000,1,1,NA,30.15992,-97.18758,"Entire home",4,1,2,1,12,5,80,0,0,0,0,0,0,0,0,0,1,0,237,196,"house",0
78602,26084021,1,0,NA,30.07052,-97.29629,"Private room in bed and breakfast",2,1,1,1,26,5,120,0,0,1,0,0,1,0,0,0,0,0,237,196,"private_room",0
78602,53026664,1,1,NA,30.115301,-97.322273,"Entire place",4,1,2,1,6,4.83,119,0,0,0,0,0,1,0,0,0,0,0,237,196,"house",0
78602,16947229,1,1,NA,30.11738,-97.31609,"Entire home",3,1,2,1,55,4.85,107,0,0,0,0,0,1,0,0,0,0,0,237,196,"house",0
78602,35680466,1,1,NA,30.08121,-97.33176,"Entire home",8,3,4,2.5,120,4.98,310,0,0,0,0,0,1,0,0,0,1,0,237,196,"house",0
78602,50794147,1,1,NA,30.11521,-97.324692,"Entire place",4,1,2,1,4,4.75,200,0,0,0,0,0,1,0,0,0,0,0,237,196,"house",0
78602,571537173891793984,0,1,NA,30.100742,-97.351578,"Entire home",6,3,4,2,7,5,162,0,0,0,0,1,1,0,0,0,1,0,237,196,"house",0
78602,44030509,0,1,"South Austin",30.11499,-97.32179,"Entire cottage",3,1,2,1,8,4.63,56,0,0,0,0,0,1,0,0,0,0,0,237,196,"house",0
78602,17664197,1,1,NA,30.081161,-97.331909,"Entire rental unit",4,2,3,1,186,4.95,130,0,0,0,0,0,1,0,0,0,0,0,237,196,"condo_apartment",0
78602,698466465290960384,1,0,"Cardinal Hills Estates",30.07279,-97.29309,"Entire home",11,4,7,3,1,5,272,0,1,1,0,0,1,0,1,0,1,0,237,196,"house",0
78602,49018524,1,0,NA,30.17324,-97.28463,"Tent",2,1,1,0,38,4.74,89,0,0,0,0,1,1,1,0,0,0,0,237,196,"outdoor",0
78602,16515643,1,1,NA,30.12393,-97.3242,"Private room in home",6,3,3,2,12,5,140,0,0,0,0,1,1,1,0,0,1,0,237,196,"private_room",0
78602,686113250854204800,0,0,"Lakewood Addition",30.15042,-97.25626,"Entire home",6,3,6,2,0,NA,245,0,0,1,0,0,1,0,0,0,1,0,237,196,"house",0
78602,54199892,1,1,NA,30.09338,-97.24396,"Entire place",10,5,8,3,18,5,498,0,1,1,1,0,1,0,0,0,1,0,237,196,"house",0
78602,27306768,0,0,NA,30.1105,-97.31527,"Private room in bed and breakfast",2,1,1,1,7,5,175,0,1,1,0,0,1,0,0,0,0,0,237,196,"private_room",0
78602,53107400,1,1,NA,30.08783,-97.31429,"Entire place",6,3,4,2,8,4.88,145,0,0,0,0,0,1,0,0,0,1,0,237,196,"house",0
78602,49290898,1,1,"Village At Walnut Creek",30.11789,-97.33864,"Entire home",6,3,4,2.5,7,4.86,275,0,1,1,1,1,1,0,0,0,1,0,237,196,"house",0
78602,52265401,0,1,NA,30.15764,-97.26247,"Camper/RV",4,2,4,1,15,4.67,95,0,0,0,0,0,1,0,0,0,0,0,237,196,"camper_rv_boat",0
78602,51347381,0,0,NA,30.13741,-97.30216,"Entire guesthouse",4,1,2,1,7,5,120,0,0,0,0,0,1,0,0,0,0,0,237,196,"house",0
78602,574644331284494144,1,1,NA,30.14213,-97.39338,"Tiny home",2,1,1,1,17,5,89,0,0,0,0,0,1,0,0,0,0,0,237,196,"house",0
78602,678932625897876096,0,1,NA,30.08325,-97.19432,"Farm stay",2,1,2,1,0,NA,107,0,0,1,0,0,1,0,0,0,0,0,237,196,"other",0
78602,18459353,0,1,NA,30.11604,-97.40443,"Entire loft",2,1,1,1,353,4.98,133,0,0,1,0,1,1,0,0,0,0,0,237,196,"condo_apartment",0
78602,32281628,1,0,NA,30.11913,-97.33492,"Entire home",5,2,3,1,45,5,136,0,0,0,0,1,1,0,0,0,1,0,237,196,"house",0
78602,49002444,1,0,NA,30.1723,-97.2843,"Tent",5,1,2,0,49,4.9,95,0,0,0,0,1,1,1,0,0,0,0,237,196,"outdoor",0
78602,690478106585997952,0,0,"Lakewood Addition",30.07616,-97.2291,"Entire home",4,2,2,1.5,0,NA,184,0,1,1,1,0,1,0,0,0,1,0,237,196,"house",0
78602,685637195638809984,0,1,"South Dallas",30.11971,-97.33654,"Entire guesthouse",2,1,2,1,0,NA,59,0,0,0,0,0,0,0,0,0,0,0,237,196,"house",0
78602,29133919,1,1,NA,30.10961,-97.31938,"Entire condo",4,2,2,2,57,4.93,208,0,0,0,0,1,1,0,0,0,1,0,237,196,"condo_apartment",0
78602,48700905,1,0,NA,30.17269,-97.28449,"Tent",4,1,2,0,47,4.96,120,0,0,0,0,1,1,1,0,0,0,0,237,196,"outdoor",0
78602,17379683,1,1,NA,30.11044,-97.31103,"Entire home",10,3,5,2,156,4.88,242,0,0,0,0,1,1,0,0,0,1,0,237,196,"house",0
78602,14042831,1,1,NA,30.1119,-97.31683,"Room in boutique hotel",3,1,2,1,11,4.73,139,0,0,1,0,0,1,0,0,0,1,0,237,196,"private_room",0
78602,673910139042438400,0,0,NA,30.0807601,-97.2800596,"Entire villa",5,3,4,2,0,NA,209,0,0,1,0,0,1,0,0,0,1,0,237,196,"house",0
78602,50328962,1,1,NA,30.15507,-97.26187,"Entire cottage",2,1,1,1,101,4.96,238,0,1,0,0,0,1,0,0,0,1,0,237,196,"house",0
78602,38409224,1,0,NA,30.04274,-97.20395,"Entire cabin",3,1,2,1,120,4.98,120,0,0,0,0,0,1,1,0,0,0,0,237,196,"house",0
78602,937335,1,1,NA,30.12326,-97.33991,"Entire cabin",6,2,3,1,42,4.9,345,0,0,0,0,1,1,0,0,0,1,0,237,196,"house",0
78602,50791907,1,1,NA,30.11521,-97.324692,"Entire place",4,2,3,1.5,5,4.6,350,0,0,0,0,0,1,0,0,0,0,0,237,196,"house",0
78602,40524638,1,1,NA,30.14294,-97.29981,"Yurt",2,1,1,1,12,5,336,0,1,0,1,0,1,1,0,0,0,0,237,196,"outdoor",0
78602,30404863,0,1,NA,30.09846,-97.40198,"Entire home",8,3,6,3,24,4.92,117,0,0,1,0,1,1,0,0,0,1,0,237,196,"house",0
78602,47951428,1,0,NA,30.16678,-97.27888,"Tent",6,1,5,1,47,4.87,238,0,0,0,1,1,1,1,0,0,0,0,237,196,"outdoor",0
78602,52951768,1,0,NA,30.06965,-97.21755,"Private room in home",2,1,1,1,18,5,60,1,0,0,0,0,1,0,0,0,1,0,237,196,"private_room",0
78602,630401369548580352,1,1,NA,30.1128,-97.31696,"Entire home",12,4,4,3.5,25,5,191,0,0,1,0,0,0,0,0,0,1,0,237,196,"house",0
78602,48142904,1,0,NA,30.16544,-97.278,"Tent",6,1,3,0,48,4.96,120,0,0,0,0,1,1,1,0,0,0,0,237,196,"outdoor",0
78602,45302105,0,1,NA,30.11879,-97.32293,"Entire bungalow",4,2,3,2,86,5,165,0,0,0,0,1,1,0,0,0,1,0,237,196,"house",0
78602,53825482,1,1,NA,30.20274,-97.31959,"Camper/RV",2,1,1,1,6,4.83,76,0,0,1,0,0,1,0,0,0,0,0,237,196,"camper_rv_boat",0
78602,691971750563341440,1,1,NA,30.0925302215153,-97.2442251071334,"Camper/RV",2,1,1,1,0,NA,27,0,0,0,0,0,1,0,0,0,0,0,237,196,"camper_rv_boat",0
78602,44020324,1,1,NA,30.07513,-97.22669,"Entire home",7,3,5,2,68,4.79,125,0,0,0,0,1,1,1,0,0,1,0,237,196,"house",0
78602,45152460,1,1,NA,30.07803,-97.33877,"Entire home",8,4,5,2,77,5,310,0,0,0,0,0,1,0,0,0,1,0,237,196,"house",0
78602,618073073134346368,1,1,NA,30.10983,-97.31943,"Entire loft",2,1,1,1,3,5,139,0,0,0,0,0,1,0,0,0,0,0,237,196,"condo_apartment",0
78602,20862182,0,1,"Post Oak Forest",30.03957,-97.18645,"Entire home",12,3,7,2,46,4.7,467,0,0,0,0,1,1,0,0,0,1,0,237,196,"house",0
78602,18562280,1,1,NA,30.10726,-97.31394,"Entire home",12,4,5,2.5,47,4.89,289,0,0,1,0,1,1,0,0,0,1,0,237,196,"house",0
78602,689086499816587648,0,1,NA,30.11924,-97.31833,"Entire home",6,3,5,2,2,5,179,0,0,0,0,1,1,0,0,0,1,0,237,196,"house",0
78602,30398945,0,0,NA,30.08023,-97.33395,"Private room in home",2,1,1,1,2,5,169,0,1,1,0,0,1,0,0,0,0,0,237,196,"private_room",0
78602,630370638628761344,0,1,"West Austin",30.18417,-97.30119,"Entire home",4,1,2,2,0,NA,145,0,0,0,0,0,1,0,0,0,1,0,237,196,"house",0
78602,7163424,1,1,NA,30.11075,-97.31816,"Entire home",14,5,8,4,3,5,650,0,0,1,0,0,1,0,0,0,1,0,237,196,"house",0
78602,48383803,1,1,NA,30.11856,-97.32604,"Entire bungalow",6,2,3,2,42,4.98,174,0,0,0,0,1,1,0,0,0,1,0,237,196,"house",0
78602,581149407658350720,1,1,NA,30.114082,-97.32505,"Entire place",4,1,1,1,14,5,125,0,0,0,0,0,1,0,0,0,0,0,237,196,"house",0
78602,644956876605863168,0,0,NA,30.09141,-97.29052,"Private room in casa particular",3,2,2,1,0,NA,154,0,0,1,0,0,1,0,0,0,1,0,237,196,"private_room",0
78602,53411386,1,1,NA,30.10407,-97.32417,"Entire home",8,4,4,2,22,5,243,0,0,0,0,0,1,0,0,0,1,0,237,196,"house",0
78602,1896575,0,1,NA,30.11561,-97.3213,"Entire home",6,3,3,3,1,5,500,0,1,1,0,0,1,0,0,0,1,0,237,196,"house",0
78602,565234558296686080,1,0,NA,30.17168,-97.28427,"Tent",6,1,5,1,10,4.5,238,0,0,1,1,1,1,1,0,0,0,0,237,196,"outdoor",0
78602,39088301,1,0,NA,30.09493,-97.36324,"Entire guesthouse",2,1,3,1,13,4.92,65,0,0,1,0,0,1,0,0,0,0,0,237,196,"house",0
78602,49030231,1,1,NA,30.1262,-97.2821,"Entire home",8,3,6,2,40,4.98,219,0,1,1,0,1,1,0,0,0,1,0,237,196,"house",0
78602,50794032,1,1,NA,30.11521,-97.324692,"Entire place",4,1,1,1,7,5,125,0,0,0,0,0,1,0,0,0,0,0,237,196,"house",0
78602,613188481363600768,1,1,NA,30.09376,-97.24547,"Shipping container",2,1,1,1,17,5,82,0,0,1,0,1,1,0,0,0,1,0,237,196,"other",0
78602,19590561,1,0,NA,30.00955,-97.24753,"Entire cabin",4,1,2,1,103,4.92,125,0,0,0,0,0,1,0,0,0,0,0,237,196,"house",0
78602,36768778,1,1,NA,30.1434,-97.29911,"Yurt",2,1,1,1,62,4.98,346,0,1,0,1,0,1,1,0,0,0,0,237,196,"outdoor",0
78602,12708310,1,1,NA,30.12512,-97.30434,"Entire cottage",2,1,1,1,264,4.9,99,0,0,0,0,0,1,0,0,0,0,0,237,196,"house",0
78602,13994371,1,1,NA,30.11158,-97.31816,"Private room in bed and breakfast",2,1,1,1,4,4.75,129,0,0,1,0,0,1,0,0,0,1,0,237,196,"private_room",0
78602,614653258875028096,1,1,"Rosewood",30.08619,-97.29773,"Entire vacation home",16,4,16,2.5,21,4.95,224,0,1,0,1,1,1,0,0,0,1,0,237,196,"house",0
78602,14775041,1,1,NA,30.11932,-97.32214,"Private room in home",2,1,1,1,51,4.94,60,1,0,1,0,0,1,0,0,0,1,0,237,196,"private_room",0
78602,9991253,1,0,NA,30.11624,-97.3207,"Entire cottage",2,1,1,1,244,4.83,113,0,0,0,0,0,1,0,0,0,1,0,237,196,"house",0
78602,647975684213346304,0,0,NA,30.18523,-97.30215,"Entire villa",6,3,3,2,6,5,290,0,1,0,0,1,1,0,0,0,1,0,237,196,"house",0
78602,50331618,1,1,NA,30.08509,-97.27468,"Entire home",12,4,7,2,28,5,487,0,1,0,1,1,1,0,0,0,1,0,237,196,"house",0
78602,50326416,1,1,NA,30.113947,-97.324722,"Entire place",6,2,3,1.5,2,5,350,0,0,0,0,1,1,0,0,0,0,0,237,196,"house",0
78602,48854612,0,1,"Millview West",30.14509,-97.41698,"Tiny home",4,1,2,1,4,4.75,92,0,0,0,0,0,1,0,0,0,0,0,237,196,"house",0
78602,49219506,1,1,NA,30.19208,-97.18629,"Entire cabin",4,1,3,2,53,4.96,120,0,0,0,0,0,1,0,0,0,0,0,237,196,"house",0
78602,654888086417609472,0,0,NA,30.07314,-97.37853,"Farm stay",4,1,2,1,1,5,145,0,0,0,0,0,1,0,0,0,1,0,237,196,"other",0
78602,53148561,1,1,NA,30.20348,-97.32031,"Private room in home",2,1,1,1,5,5,69,0,1,0,0,0,1,0,0,0,1,0,237,196,"private_room",0
78602,639808705461399296,0,0,NA,30.15635,-97.25093,"Entire home",4,2,2,2,9,5,119,0,0,0,0,0,1,0,0,0,1,0,237,196,"house",0
78602,48240034,1,0,NA,30.17126,-97.28393,"Tent",4,1,2,0,53,4.92,96,0,0,0,0,1,1,1,0,0,0,0,237,196,"outdoor",0
78602,49321655,1,0,NA,30.17308,-97.28284,"Tent",2,1,2,0,27,4.56,74,0,0,0,0,1,1,1,0,0,0,0,237,196,"outdoor",0
78602,45397518,1,1,NA,30.08102,-97.28587,"Entire home",16,4,7,3,65,4.94,709,0,1,1,1,0,1,0,0,0,1,0,237,196,"house",0
78602,52267862,0,1,NA,30.0906,-97.28881,"Entire home",6,3,4,2,32,4.75,186,0,0,0,0,1,1,0,0,0,1,0,237,196,"house",0
78602,52050240,1,1,NA,30.2025,-97.32129,"Private room in home",2,1,1,1,19,4.95,60,0,1,0,0,0,1,0,0,0,1,0,237,196,"private_room",0
78602,667620670033310976,0,1,NA,30.0876726,-97.326868,"Entire home",6,3,3,2,3,5,184,0,0,1,0,0,1,0,0,0,1,0,237,196,"house",0
78602,668902535228265344,0,0,NA,30.04785,-97.2024,"Camper/RV",4,1,1,1,6,5,100,0,0,0,0,0,1,0,0,0,0,0,237,196,"camper_rv_boat",0
78602,670093363094526720,0,1,NA,30.16057,-97.30857,"Entire cottage",4,2,2,1,1,5,115,0,0,0,0,0,1,0,0,0,1,0,237,196,"house",0
78602,26955631,0,0,NA,30.07856,-97.33631,"Private room in bed and breakfast",2,1,1,1,9,5,175,0,1,1,0,0,1,0,0,0,0,0,237,196,"private_room",0
78602,705677147967309312,0,0,"Lakewood Addition",30.28897,-97.23674,"Entire home",14,5,10,2.5,0,NA,313,0,0,1,0,1,1,0,0,0,1,0,237,196,"house",0
78602,563738829894367360,0,0,NA,30.12523,-97.34136,"Entire home",4,2,3,1,7,5,136,0,0,0,0,1,1,0,0,0,1,0,237,196,"house",0
78602,761565,1,1,"East Downtown",30.11038,-97.31478,"Entire home",10,2,5,1.5,118,4.84,207,0,0,0,0,0,1,0,0,0,1,0,237,196,"house",0
78602,17416690,0,1,NA,30.12143,-97.32078,"Entire cottage",6,3,3,1,32,4.44,190,0,0,1,0,0,1,0,0,0,1,0,237,196,"house",0
78602,565381434201169472,1,1,NA,30.09122,-97.24497,"Barn",2,1,1,1,33,5,83,0,0,1,0,0,1,0,0,0,1,0,237,196,"other",0
78602,23274315,0,0,NA,30.13977,-97.31355,"Entire guesthouse",4,1,2,1,40,4.83,91,0,0,0,0,0,1,0,0,0,1,0,237,196,"house",0
78602,53226698,1,1,NA,30.11802,-97.33434,"Campsite",5,1,3,0,3,5,80,0,0,0,0,0,1,0,0,0,1,0,237,196,"outdoor",0
78602,684063821809944960,0,1,NA,29.98982,-97.42144,"Entire townhouse",6,3,3,2.5,0,NA,200,0,0,1,0,0,1,0,0,0,1,0,237,196,"house",0
78602,23435553,0,0,NA,30.14059,-97.31444,"Entire home",13,5,10,3.5,32,4.91,400,0,0,1,1,0,1,0,0,0,1,0,237,196,"house",0
78602,31838632,0,1,NA,30.08057,-97.2809,"Private room in home",3,2,4,1,16,4.53,40,1,0,1,0,1,1,0,0,0,1,0,237,196,"private_room",0
78602,49321227,1,0,NA,30.17286,-97.28392,"Tent",4,1,1,0,20,4.85,89,0,0,0,0,1,1,1,0,0,0,0,237,196,"outdoor",0
78602,41813121,0,1,"South Austin",30.11492,-97.32117,"Entire home",7,3,4,3,18,4.83,105,0,0,0,0,0,1,0,0,0,1,0,237,196,"house",0
78602,6403716,0,1,NA,30.10824,-97.31427,"Private room in bungalow",1,1,1,1,66,4.83,59,1,0,0,0,0,1,0,0,0,1,0,237,196,"private_room",0
78602,3932126,1,1,NA,30.08616,-97.31193,"Private room in home",2,1,1,1,106,4.94,49,0,1,1,0,1,1,0,0,0,1,0,237,196,"private_room",0
78602,654919037812657664,0,1,NA,30.2293394496742,-97.254614786261,"Entire cabin",14,5,13,3.5,1,5,950,0,1,1,0,0,1,0,0,0,1,0,237,196,"house",0
78602,40138323,1,1,NA,30.14282,-97.29963,"Yurt",2,1,1,1,24,5,336,0,0,0,1,0,1,1,0,0,0,0,237,196,"outdoor",0
78602,52307611,0,1,"South Dallas",30.12126,-97.33665,"Entire home",4,2,2,1,0,NA,84,0,0,0,0,0,1,0,0,0,1,0,237,196,"house",0
78602,14043005,1,1,NA,30.11179,-97.31833,"Private room in bed and breakfast",3,1,2,1,0,NA,139,0,0,1,0,0,1,0,0,0,1,0,237,196,"private_room",0
78602,29033309,0,0,NA,30.16372,-97.2287,"Entire home",6,2,3,1,2,5,264,0,0,0,0,0,1,1,0,0,1,0,237,196,"house",0
78602,43140772,1,1,NA,30.16933,-97.24227,"Entire home",16,4,11,2,80,4.95,500,0,1,0,1,1,1,0,0,0,1,0,237,196,"house",0
78602,53892296,0,1,NA,30.12439,-97.36685,"Entire home",9,5,9,2.5,2,5,250,0,0,0,0,0,1,0,0,0,1,0,237,196,"house",0
78602,42446482,0,1,NA,30.15797,-97.18825,"Private room in home",8,3,3,2,6,4.83,150,1,1,0,1,0,1,0,0,0,1,0,237,196,"private_room",0
78602,51047091,0,1,NA,30.15705,-97.26414,"Camper/RV",3,1,1,1,13,4.54,90,0,0,0,0,0,1,0,0,0,0,0,237,196,"camper_rv_boat",0
78602,52720803,0,1,"Millview West",30.14572,-97.41711,"Entire home",6,3,3,2,3,5,175,0,0,0,0,1,1,0,0,0,1,0,237,196,"house",0
78602,18617271,1,1,NA,30.04174,-97.38457,"Entire bungalow",8,3,4,2,91,4.96,112,0,0,0,0,0,1,0,0,0,1,0,237,196,"house",0
78602,34971090,1,1,NA,30.1105,-97.31527,"Entire condo",2,1,1,1,62,4.95,182,0,0,0,0,1,1,0,0,0,1,0,237,196,"condo_apartment",0
78602,684747413168884096,0,1,NA,30.04211,-97.20291,"Entire vacation home",2,1,1,1,2,5,99,0,1,0,0,0,1,0,0,0,0,0,237,196,"house",0
78602,28558823,0,0,NA,30.08023,-97.33395,"Private room in home",2,1,2,1,1,5,175,0,1,1,0,0,1,0,0,0,0,0,237,196,"private_room",0
78605,53255474,1,1,NA,30.73829,-98.02823,"Entire home",8,3,6,2,14,5,185,0,0,0,0,0,1,0,0,0,1,0,295,46,"house",0
78605,40759578,0,1,NA,30.72617,-98.02073,"Entire cabin",4,1,3,1.5,20,4.3,98,0,0,0,0,0,1,0,0,0,0,0,295,46,"house",0
78605,665418432275354496,0,1,"Sirocco",30.66967,-98.03694,"Entire home",16,4,12,2,1,5,444,0,0,1,0,0,1,0,0,0,1,0,295,46,"house",0
78605,28340189,1,0,NA,30.74235,-98.05717,"Entire guest suite",2,1,1,1,184,4.91,54,0,0,0,0,0,1,0,0,0,0,0,295,46,"private_room",0
78605,692935598731939840,1,1,NA,30.7175,-98.00479,"Entire cottage",4,1,2,1,0,NA,51,0,0,0,0,1,1,0,0,0,0,0,295,46,"house",0
78610,704511353664171136,0,0,NA,30.01843,-97.87591,"Entire rental unit",2,1,1,1,0,NA,64,0,1,0,0,0,0,0,0,0,0,0,224,197,"condo_apartment",0
78610,574548427807756288,0,1,"Las Colinas",30.08832,-97.80469,"Entire rental unit",3,1,2,1,7,4.86,113,0,1,0,1,0,1,0,0,0,1,1,224,197,"condo_apartment",0
